StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q4_1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4
2021-04-09 12:04:35,2021-04-09 12:06:25,IP Address,*******,100,110,True,2021-04-09 12:06:27,R_29gJzC0lAM3ncJR,*******,*******,*******,*******,*******,*******,anonymous,EN,448,0,5,1,1,4,4,1,2,4,4,2

2021-04-09 14:02:11,2021-04-09 14:03:36,IP Address,*******,100,85,True,2021-04-09 14:03:37,R_xtryAKR6VSuu3Jf,*******,*******,*******,*******,*******,*******,anonymous,EN,455,9,4,1,1,4,3,1,2,5,4,2

2021-04-09 16:10:16,2021-04-09 16:12:03,IP Address,*******,100,107,True,2021-04-09 16:12:04,R_AAQYNNRFxpVZLH3,*******,*******,*******,*******,*******,*******,anonymous,EN,445,61,4,3,1,2,4,1,2,4,3,2

2021-04-09 17:01:39,2021-04-09 17:03:25,IP Address,*******,100,106,True,2021-04-09 17:03:25,R_3ix9rv2F0NUFAJ4,*******,*******,*******,*******,*******,*******,anonymous,EN,454,6,4,2,1,3,1,1,4,3,2,3

2021-04-10 07:34:43,2021-04-10 07:37:49,IP Address,*******,100,186,True,2021-04-10 07:37:50,R_6Qh6GbkBVp0RCVj,*******,*******,*******,*******,*******,*******,anonymous,EN,447,10,3,2,1,2,1,1,2,3,4,2

2021-04-10 07:44:26,2021-04-10 07:46:54,IP Address,*******,100,147,True,2021-04-10 07:46:54,R_1IZ4oDvbdrTuSen,*******,*******,*******,*******,*******,*******,anonymous,EN,435,8,3,2,1,3,3,1,3,3,3,3

2021-04-10 08:27:22,2021-04-10 08:28:48,IP Address,*******,100,86,True,2021-04-10 08:28:49,R_2fxm2GcBDSlPhuw,*******,*******,*******,*******,*******,*******,anonymous,EN,434,20,3,2,1,3,4,2,3,3,4,3

2021-04-10 11:02:06,2021-04-10 11:03:08,IP Address,*******,100,61,True,2021-04-10 11:03:09,R_21vyYXyHjJD1ZqB,*******,*******,*******,*******,*******,*******,anonymous,EN,420,9,4,1,1,4,4,2,2,3,3,4

2021-04-10 11:01:35,2021-04-10 11:03:09,IP Address,*******,100,93,True,2021-04-10 11:03:09,R_2D1PgKRCls08x0m,*******,*******,*******,*******,*******,*******,anonymous,EN,404,10,3,2,1,3,5,2,4,3,3,2

2021-04-10 12:03:39,2021-04-10 12:05:02,IP Address,*******,100,82,True,2021-04-10 12:05:02,R_270WUqg1zNeWBMO,*******,*******,*******,*******,*******,*******,anonymous,EN,421,51,3,3,1,3,4,1,3,4,3,2

2021-04-10 13:15:48,2021-04-10 13:17:29,IP Address,*******,100,101,True,2021-04-10 13:17:30,R_xb9NXVUuwgeFeHT,*******,*******,*******,*******,*******,*******,anonymous,EN,406,9,4,1,1,4,4,1,3,3,3,3

2021-04-10 14:03:49,2021-04-10 14:05:01,IP Address,*******,100,72,True,2021-04-10 14:05:02,R_43ooPgZuFlISnqp,*******,*******,*******,*******,*******,*******,anonymous,EN,459,1,2,1,1,2,2,1,2,3,3,1

2021-04-10 16:55:45,2021-04-10 16:57:17,IP Address,*******,100,91,True,2021-04-10 16:57:17,R_1GJHoEm4Q82Tdz4,*******,*******,*******,*******,*******,*******,anonymous,EN,408,0,4,1,1,4,4,1,2,5,4,2

2021-04-11 08:04:13,2021-04-11 08:06:25,IP Address,*******,100,131,True,2021-04-11 08:06:26,R_1Ov3VKQ2OOCPzmG,*******,*******,*******,*******,*******,*******,anonymous,EN,431,9,5,1,1,5,4,1,1,5,3,1

2021-04-11 08:06:16,2021-04-11 08:08:30,IP Address,*******,100,134,True,2021-04-11 08:08:30,R_8fb2i36nNe032al,*******,*******,*******,*******,*******,*******,anonymous,EN,427,4,3,1,1,3,2,1,2,4,4,1

2021-04-11 12:48:12,2021-04-11 12:49:26,IP Address,*******,100,73,True,2021-04-11 12:49:27,R_2X50mpLOg4lTGgU,*******,*******,*******,*******,*******,*******,anonymous,EN,457,0,3,2,1,3,5,1,4,3,3,3

2021-04-11 13:01:10,2021-04-11 13:01:55,IP Address,*******,100,45,True,2021-04-11 13:01:56,R_2aywrBNBUKR27T3,*******,*******,*******,*******,*******,*******,anonymous,EN,410,8,4,2,1,4,3,2,3,4,4,2

2021-04-11 17:02:02,2021-04-11 17:02:54,IP Address,*******,100,52,True,2021-04-11 17:02:55,R_XFyZW50FV9OPxMB,*******,*******,*******,*******,*******,*******,anonymous,EN,429,50,2,1,1,3,3,2,2,3,4,2

2021-04-11 18:04:25,2021-04-11 18:05:11,IP Address,*******,100,45,True,2021-04-11 18:05:12,R_sb4XBWYN0L16rv3,*******,*******,*******,*******,*******,*******,anonymous,EN,424,5,5,1,1,4,3,1,3,2,3,2

2021-04-12 13:06:53,2021-04-12 13:08:41,IP Address,*******,100,107,True,2021-04-12 13:08:42,R_4PjVzRTVbLG3Ach,*******,*******,*******,*******,*******,*******,anonymous,EN,461,5,1,1,2,4,4,1,2,5,4,1

2021-04-12 13:36:58,2021-04-12 13:38:43,IP Address,*******,100,104,True,2021-04-12 13:38:43,R_cHfvIvXdE9l31MR,*******,*******,*******,*******,*******,*******,anonymous,EN,423,2,3,1,1,2,2,1,1,4,3,1

2021-04-12 14:04:45,2021-04-12 14:06:22,IP Address,*******,100,96,True,2021-04-12 14:06:22,R_2D1BaVrol6O2LMS,*******,*******,*******,*******,*******,*******,anonymous,EN,453,17,3,2,1,3,4,1,3,2,2,3

2021-04-12 16:47:46,2021-04-12 16:49:44,IP Address,*******,100,117,True,2021-04-12 16:49:45,R_1CkzY9ymjAdCj0n,*******,*******,*******,*******,*******,*******,anonymous,EN,437,0,4,3,1,5,4,1,3,3,3,3

2021-04-12 17:43:26,2021-04-12 17:45:09,IP Address,*******,100,103,True,2021-04-12 17:45:10,R_231vF3mPk0pPxn0,*******,*******,*******,*******,*******,*******,anonymous,EN,428,50,2,2,1,2,3,3,3,5,5,2

2021-04-12 19:46:39,2021-04-12 19:48:14,IP Address,*******,100,94,True,2021-04-12 19:48:14,R_3ltqXBmb0k61MRZ,*******,*******,*******,*******,*******,*******,anonymous,EN,465,0,4,1,1,1,3,2,2,4,3,2

2021-04-13 14:01:28,2021-04-13 14:02:52,IP Address,*******,100,83,True,2021-04-13 14:02:53,R_2c62Sa2IqF0Oc8O,*******,*******,*******,*******,*******,*******,anonymous,EN,463,0,3,2,1,3,2,1,3,4,4,2

2021-04-13 19:47:30,2021-04-13 19:48:57,IP Address,*******,100,87,True,2021-04-13 19:48:58,R_2YfSjPsuDFL4fd6,*******,*******,*******,*******,*******,*******,anonymous,EN,471,1,3,1,1,3,4,1,4,4,4,2

2021-04-14 09:03:51,2021-04-14 09:05:40,IP Address,*******,100,108,True,2021-04-14 09:05:40,R_d520RHUsIh3xfxL,*******,*******,*******,*******,*******,*******,anonymous,EN,473,0,5,1,1,4,5,1,1,5,4,2

2021-04-14 12:28:30,2021-04-14 12:30:12,IP Address,*******,100,101,True,2021-04-14 12:30:12,R_Ad4uDMdf5aJShiN,*******,*******,*******,*******,*******,*******,anonymous,EN,436,7,4,1,1,4,4,2,2,3,4,2

2021-04-14 20:54:44,2021-04-14 20:56:23,IP Address,*******,100,98,True,2021-04-14 20:56:23,R_1IghC5dqp1uAnI5,*******,*******,*******,*******,*******,*******,anonymous,EN,449,9,4,1,2,4,4,1,2,5,2,4

2021-04-15 15:31:08,2021-04-15 15:31:52,IP Address,*******,100,43,True,2021-04-15 15:31:53,R_2AXS97vM8G8zngW,*******,*******,*******,*******,*******,*******,anonymous,EN,440,55,3,3,2,2,1,4,3,3,2,3

2021-04-16 07:02:29,2021-04-16 07:03:54,IP Address,*******,100,85,True,2021-04-16 07:03:56,R_3oR4FvyOFbww7mJ,*******,*******,*******,*******,*******,*******,anonymous,EN,433,10,2,2,1,2,2,1,2,4,4,2

2021-04-16 14:01:58,2021-04-16 14:03:11,IP Address,*******,100,72,True,2021-04-16 14:03:12,R_TnfxIpCYfIn0IW5,*******,*******,*******,*******,*******,*******,anonymous,EN,444,2,4,1,1,4,4,1,4,4,4,1

2021-04-16 15:32:43,2021-04-16 15:35:16,IP Address,*******,100,153,True,2021-04-16 15:35:17,R_25GDS8oJ4f7bT5v,*******,*******,*******,*******,*******,*******,anonymous,EN,443,1,2,1,1,2,2,2,3,4,3,3

2021-04-16 16:02:21,2021-04-16 16:05:22,IP Address,*******,100,180,True,2021-04-16 16:05:22,R_1QyeVHT6aUBAUS2,*******,*******,*******,*******,*******,*******,anonymous,EN,450,39,3,4,2,2,3,1,3,4,3,2

2021-04-17 08:05:22,2021-04-17 08:06:52,IP Address,*******,100,89,True,2021-04-17 08:06:52,R_2V8yai5PuZWrIU5,*******,*******,*******,*******,*******,*******,anonymous,EN,467,10,4,1,1,4,3,1,1,3,4,2

2021-04-17 08:07:43,2021-04-17 08:09:05,IP Address,*******,100,82,True,2021-04-17 08:09:06,R_3nAVmh5eFCTt5NV,*******,*******,*******,*******,*******,*******,anonymous,EN,497,22,4,2,1,4,4,1,2,4,4,2

2021-04-17 08:59:59,2021-04-17 09:01:12,IP Address,*******,100,72,True,2021-04-17 09:01:12,R_1f1qWvZseo1nlKR,*******,*******,*******,*******,*******,*******,anonymous,EN,479,0,4,1,1,4,4,1,2,3,3,1

2021-04-17 10:48:48,2021-04-17 10:50:10,IP Address,*******,100,81,True,2021-04-17 10:50:10,R_3mkGM6NWWypuxAM,*******,*******,*******,*******,*******,*******,anonymous,EN,469,12,4,1,1,3,4,1,1,4,4,1

2021-04-17 11:47:56,2021-04-17 11:49:27,IP Address,*******,100,91,True,2021-04-17 11:49:28,R_2DSIswcxMp2gVDn,*******,*******,*******,*******,*******,*******,anonymous,EN,470,1,5,1,1,5,5,1,1,5,5,1

2021-04-17 12:01:01,2021-04-17 12:02:33,IP Address,*******,100,91,True,2021-04-17 12:02:34,R_1LzYXN94L3AC1y7,*******,*******,*******,*******,*******,*******,anonymous,EN,475,60,3,3,1,3,2,2,3,4,3,5

2021-04-17 19:56:34,2021-04-17 19:58:06,IP Address,*******,100,91,True,2021-04-17 19:58:07,R_3R4qNAZ001ridZo,*******,*******,*******,*******,*******,*******,anonymous,EN,493,30,3,2,1,3,4,1,2,4,3,3

2021-04-18 11:03:01,2021-04-18 11:05:18,IP Address,*******,100,137,True,2021-04-18 11:05:19,R_2EhtwSN2VUQTeVz,*******,*******,*******,*******,*******,*******,anonymous,EN,477,20,3,1,1,4,3,2,3,3,3,4

2021-04-18 12:59:29,2021-04-18 13:00:44,IP Address,*******,100,75,True,2021-04-18 13:00:47,R_06bUFy8BwzZNjA5,*******,*******,*******,*******,*******,*******,anonymous,EN,456,0,5,2,1,3,5,2,3,4,4,4

2021-04-19 09:59:57,2021-04-19 10:01:55,IP Address,*******,100,118,True,2021-04-19 10:01:55,R_2SkMXX2FTqEgGKB,*******,*******,*******,*******,*******,*******,anonymous,EN,430,2,4,1,1,5,4,1,1,4,4,2

2021-04-19 10:01:05,2021-04-19 10:01:56,IP Address,*******,100,50,True,2021-04-19 10:01:56,R_pga5qHDFlVUupod,*******,*******,*******,*******,*******,*******,anonymous,EN,458,0,5,1,1,4,5,1,2,4,3,1

2021-04-19 12:00:30,2021-04-19 12:01:48,IP Address,*******,100,77,True,2021-04-19 12:01:49,R_3Mu5O24AQY0eXJM,*******,*******,*******,*******,*******,*******,anonymous,EN,460,5,5,1,1,4,5,1,1,4,4,2

2021-04-20 13:04:12,2021-04-20 13:06:31,IP Address,*******,100,139,True,2021-04-20 13:06:31,R_eLNz6yKp4KVLXI5,*******,*******,*******,*******,*******,*******,anonymous,EN,485,20,4,2,1,5,4,2,3,4,4,1

2021-04-21 07:08:21,2021-04-21 07:09:32,IP Address,*******,100,70,True,2021-04-21 07:09:33,R_3er88WqE7NUx0h5,*******,*******,*******,*******,*******,*******,anonymous,EN,508,30,5,1,1,4,4,3,3,3,3,4

2021-04-21 08:33:59,2021-04-21 08:36:16,IP Address,*******,100,136,True,2021-04-21 08:36:17,R_3aY37N4eMouKX0l,*******,*******,*******,*******,*******,*******,anonymous,EN,489,3,3,1,1,3,3,1,4,4,5,1

2021-04-21 19:47:13,2021-04-21 19:48:17,IP Address,*******,100,64,True,2021-04-21 19:48:18,R_3hrxDnkGodWwKHG,*******,*******,*******,*******,*******,*******,anonymous,EN,404,26,4,2,1,3,4,1,3,4,4,4

2021-04-22 07:46:33,2021-04-22 07:47:47,IP Address,*******,100,74,True,2021-04-22 07:47:48,R_UARpwRGlwg91AR3,*******,*******,*******,*******,*******,*******,anonymous,EN,468,10,3,1,1,4,3,1,4,4,3,3

2021-04-22 11:04:40,2021-04-22 11:05:50,IP Address,*******,100,69,True,2021-04-22 11:05:51,R_ewWTSmlwy5rsMoN,*******,*******,*******,*******,*******,*******,anonymous,EN,487,26,4,3,1,4,3,2,4,3,3,3

2021-04-22 15:01:40,2021-04-22 15:03:38,IP Address,*******,100,118,True,2021-04-22 15:03:39,R_3niawZN2SD1a8F7,*******,*******,*******,*******,*******,*******,anonymous,EN,451,30,3,2,1,4,3,1,2,4,2,2

2021-04-22 16:04:29,2021-04-22 16:06:04,IP Address,*******,100,94,True,2021-04-22 16:06:04,R_3PL7Qrn0iLu5Yes,*******,*******,*******,*******,*******,*******,anonymous,EN,466,0,5,1,1,4,2,1,2,5,3,2

2021-04-22 18:03:51,2021-04-22 18:04:36,IP Address,*******,100,44,True,2021-04-22 18:04:36,R_UF15CwHwZHX2vip,*******,*******,*******,*******,*******,*******,anonymous,EN,464,6,5,1,1,5,5,1,3,3,3,3

2021-04-23 10:32:32,2021-04-23 10:34:06,IP Address,*******,100,94,True,2021-04-23 10:34:08,R_88S8hu1fBNftVAJ,*******,*******,*******,*******,*******,*******,anonymous,EN,498,40,3,2,1,3,3,3,3,3,4,3

2021-04-23 20:00:07,2021-04-23 20:01:17,IP Address,*******,100,70,True,2021-04-23 20:01:17,R_DIPNHnhYvNdgEEN,*******,*******,*******,*******,*******,*******,anonymous,EN,452,6,5,1,1,5,5,1,2,5,4,1

2021-04-24 07:00:45,2021-04-24 07:03:03,IP Address,*******,100,137,True,2021-04-24 07:03:03,R_2Cgs3mRG5svHWzy,*******,*******,*******,*******,*******,*******,anonymous,EN,474,25,4,2,1,4,5,2,2,5,4,1

2021-04-24 07:01:53,2021-04-24 07:03:23,IP Address,*******,100,89,True,2021-04-24 07:03:23,R_2ePfTDkHiOS5MG0,*******,*******,*******,*******,*******,*******,anonymous,EN,472,20,3,1,1,3,3,1,2,4,4,2

2021-04-24 11:50:14,2021-04-24 11:51:12,IP Address,*******,100,57,True,2021-04-24 11:51:13,R_2PgOniHgDGW4RMC,*******,*******,*******,*******,*******,*******,anonymous,EN,481,10,5,1,1,5,4,2,1,4,5,1

2021-04-24 15:03:35,2021-04-24 15:05:12,IP Address,*******,100,97,True,2021-04-24 15:05:13,R_31avsFUy6H7L7XJ,*******,*******,*******,*******,*******,*******,anonymous,EN,476,0,5,1,1,4,4,1,3,4,2,3

2021-04-25 08:01:22,2021-04-25 08:02:55,IP Address,*******,100,92,True,2021-04-25 08:02:56,R_2QKDjLeBEBWKn7p,*******,*******,*******,*******,*******,*******,anonymous,EN,486,0,3,1,3,3,3,3,4,4,3,3

2021-04-25 09:03:54,2021-04-25 09:05:06,IP Address,*******,100,72,True,2021-04-25 09:05:06,R_ZyjH0ao2FT8LGP7,*******,*******,*******,*******,*******,*******,anonymous,EN,499,5,4,1,1,5,5,1,2,4,4,1

2021-04-25 10:03:58,2021-04-25 10:07:24,IP Address,*******,100,205,True,2021-04-25 10:07:25,R_2Tz2ZbXg70OyIhB,*******,*******,*******,*******,*******,*******,anonymous,EN,501,14,4,2,1,4,5,1,2,4,4,1

2021-04-25 11:03:50,2021-04-25 11:05:09,IP Address,*******,100,79,True,2021-04-25 11:05:09,R_2w1sJp5dPdxZ81W,*******,*******,*******,*******,*******,*******,anonymous,EN,507,10,5,1,1,5,5,1,2,3,3,2

2021-04-25 13:07:02,2021-04-25 13:07:45,IP Address,*******,100,43,True,2021-04-25 13:07:46,R_31g7IVkaLBkH7K8,*******,*******,*******,*******,*******,*******,anonymous,EN,509,35,3,3,1,2,2,1,2,5,4,1

2021-04-25 15:07:29,2021-04-25 15:08:29,IP Address,*******,100,59,True,2021-04-25 15:08:29,R_3DpsvJRx3U3WLTl,*******,*******,*******,*******,*******,*******,anonymous,EN,500,4,5,2,1,4,4,1,1,4,4,1

2021-04-25 16:03:50,2021-04-25 16:05:32,IP Address,*******,100,101,True,2021-04-25 16:05:33,R_3I3qJVY3q4TSU7r,*******,*******,*******,*******,*******,*******,anonymous,EN,505,50,3,2,4,3,2,2,3,3,4,3

2021-04-25 17:08:12,2021-04-25 17:10:18,IP Address,*******,100,125,True,2021-04-25 17:10:18,R_2pVRJcJPecP0xfe,*******,*******,*******,*******,*******,*******,anonymous,EN,483,50,3,1,1,3,3,3,3,3,2,2

2021-04-26 07:52:10,2021-04-26 07:54:38,IP Address,*******,100,147,True,2021-04-26 07:54:38,R_3GBN3VU5WqXWWiO,*******,*******,*******,*******,*******,*******,anonymous,EN,494,6,3,2,1,2,2,1,4,4,3,1

2021-04-26 08:29:51,2021-04-26 08:31:46,IP Address,*******,100,114,True,2021-04-26 08:31:47,R_2wuXEyLhubMCRib,*******,*******,*******,*******,*******,*******,anonymous,EN,525,10,4,2,1,3,4,1,2,4,3,2

2021-04-26 13:29:59,2021-04-26 13:32:00,IP Address,*******,100,120,True,2021-04-26 13:32:00,R_2agbtB6akhB4vbi,*******,*******,*******,*******,*******,*******,anonymous,EN,492,2,5,1,1,5,4,1,3,4,3,2

2021-04-26 14:03:28,2021-04-26 14:04:19,IP Address,*******,100,51,True,2021-04-26 14:04:19,R_23WVhaKbPZVQTGH,*******,*******,*******,*******,*******,*******,anonymous,EN,513,0,5,1,1,5,5,1,2,5,5,3

2021-04-26 17:58:47,2021-04-26 17:59:56,IP Address,*******,100,68,True,2021-04-26 17:59:58,R_3G972ntWmYG2wCR,*******,*******,*******,*******,*******,*******,anonymous,EN,442,10,3,2,1,3,2,2,2,2,1,4

2021-04-26 20:04:24,2021-04-26 20:06:20,IP Address,*******,100,115,True,2021-04-26 20:06:20,R_21bpARZN76p0sDb,*******,*******,*******,*******,*******,*******,anonymous,EN,519,1,5,1,1,5,5,1,1,3,4,2

2021-04-30 07:30:16,2021-04-30 07:31:24,IP Address,*******,100,67,True,2021-04-30 07:31:24,R_3lFcOFFEhB8mT2R,*******,*******,*******,*******,*******,*******,anonymous,EN,432,16,3,2,1,3,4,1,1,5,4,1

2021-04-30 11:59:34,2021-04-30 12:00:31,IP Address,*******,100,56,True,2021-04-30 12:00:31,R_3Ge5v1UhAyGx458,*******,*******,*******,*******,*******,*******,anonymous,EN,433,2,3,1,1,2,3,1,2,4,3,2

2021-04-30 15:00:37,2021-04-30 15:01:23,IP Address,*******,100,46,True,2021-04-30 15:01:24,R_2EctrLX2Rd0UtlM,*******,*******,*******,*******,*******,*******,anonymous,EN,514,53,2,2,1,3,2,3,3,3,2,2

2021-05-01 07:13:59,2021-05-01 07:15:26,IP Address,*******,100,86,True,2021-05-01 07:15:26,R_sGaQKYheoO4NY4h,*******,*******,*******,*******,*******,*******,anonymous,EN,520,1,4,2,1,4,3,1,2,4,3,2

2021-05-01 08:18:47,2021-05-01 08:20:05,IP Address,*******,100,77,True,2021-05-01 08:20:05,R_2dhdbPwW0B2I2aL,*******,*******,*******,*******,*******,*******,anonymous,EN,517,1,5,1,1,5,5,1,3,4,4,3

2021-05-01 12:04:05,2021-05-01 12:05:38,IP Address,*******,100,93,True,2021-05-01 12:05:38,R_3qBRyNthaua2Gp4,*******,*******,*******,*******,*******,*******,anonymous,EN,504,65,3,3,2,2,4,2,3,3,4,4

2021-05-01 15:01:16,2021-05-01 15:02:17,IP Address,*******,100,61,True,2021-05-01 15:02:17,R_RfsYjYqmUk4dAv7,*******,*******,*******,*******,*******,*******,anonymous,EN,503,0,5,1,1,5,5,1,2,5,4,2

2021-05-02 07:35:01,2021-05-02 07:37:09,IP Address,*******,100,128,True,2021-05-02 07:37:09,R_2TnJMqz2gjdg341,*******,*******,*******,*******,*******,*******,anonymous,EN,"  511",0,5,2,1,3,4,1,3,2,3,5

2021-05-02 13:07:31,2021-05-02 13:09:39,IP Address,*******,100,128,True,2021-05-02 13:09:39,R_26lJw3YxLhM1Czu,*******,*******,*******,*******,*******,*******,anonymous,EN,491,25,2,1,2,3,2,1,3,3,3,3

2021-05-02 13:59:44,2021-05-02 14:00:48,IP Address,*******,100,63,True,2021-05-02 14:00:48,R_3emG8H9xPDG9JXu,*******,*******,*******,*******,*******,*******,anonymous,EN,490,49,3,3,1,2,3,1,2,4,3,2

2021-05-02 17:27:52,2021-05-02 17:28:53,IP Address,*******,100,61,True,2021-05-02 17:28:54,R_1EakfgtiaZEX4pl,*******,*******,*******,*******,*******,*******,anonymous,EN,478,1,5,1,1,5,4,1,1,5,3,1

2021-05-02 21:02:57,2021-05-02 21:04:11,IP Address,*******,100,74,True,2021-05-02 21:04:12,R_3P4uTLygFzWgh2c,*******,*******,*******,*******,*******,*******,anonymous,EN,529,50,3,3,2,2,3,1,3,4,3,3

2021-05-04 13:19:42,2021-05-04 13:20:44,IP Address,*******,100,61,True,2021-05-04 13:20:44,R_21btYtKBXjWCR7L,*******,*******,*******,*******,*******,*******,anonymous,EN,523,4,4,1,1,3,3,1,3,4,4,2

